BHK,Price,Location,Area,Furnishing,Tenant_Pref,Full_Title,Page_Found
3 BHK,"₹26,500 /month",ABA Cherry County,"1,521 sqft(141 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",6
4 BHK,"₹43,000 /month",ACE Divino,"1,875 sqft(174 sqm)",N/A,Not Specified,4 BHK Flat for rent in Sector 1 Greater Noida West,6
3 BHK,"₹33,500 /month",ACE Divino,"1,565 sqft(145 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,6
4 BHK,"₹43,500 /month",ACE Divino,"1,875 sqft(174 sqm)",N/A,Not Specified,4 BHK Flat for rent in Sector 1 Greater Noida West,6
3 BHK,"₹26,000 /month","Sector Xu 3, Greater Noida","1,291 sqft(120 sqm)",Furnished,Not Specified,"3 BHK Independent Builder Floor for rent in Sector Xu 3, Greater Noida",6
2 BHK,"₹29,000 /month",CRC Sublimis,"1,170 sqft(109 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,6
2 BHK,"₹18,000 /month",NBCC Leisure Park,955 sqft(89 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",6
2 BHK,"₹24,100 /month",ACE Divino,995 sqft(92 sqm),N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,6
2 BHK,"₹27,000 /month",NBCC Leisure Park,845 sqft(79 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",6
3 BHK,"₹28,000 /month",Capital Athena,"1,290 sqft(120 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,6
3 BHK,"₹24,000 /month",CGEWHO Phase 1,"1,470 sqft(137 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector P4, Greater Noida",7
3 BHK,"₹27,000 /month",Capital Athena,"1,290 sqft(120 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,7
3 BHK,"₹21,500 /month",Paramount Emotions,"1,160 sqft(108 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,7
3 BHK,"₹27,000 /month",Supertech Eco Village 1,"1,375 sqft(128 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Greater Noida West, Greater Noida",7
2 BHK,"₹25,000 /month",Supertech Eco Village 1,890 sqft(83 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Greater Noida West, Greater Noida",7
2 BHK,"₹32,000 /month",Jaypee Greens Moon Court,"1,414 sqft(131 sqm)",Semi-Furnished,Not Specified,"2 BHK Flat for rent in Jaypee Greens, Greater Noida",7
N/A,"₹65,000 /month",Godrej Golf Links Crest,"2,835 sqft(263 sqm)",N/A,Not Specified,"3 Bedroom House for rent in Sector 27, Greater Noida",7
2 BHK,"₹28,000 /month",ACE Divino,"1,245 sqft(116 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,7
4 BHK,"₹40,500 /month",ACE Divino,"1,875 sqft(174 sqm)",N/A,Not Specified,4 BHK Flat for rent in Sector 1 Greater Noida West,7
2 BHK,"₹28,000 /month",CRC Sublimis,"1,170 sqft(109 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,7
2 BHK,"₹20,000 /month",Gaur 12th Avenue,"1,055 sqft(98 sqm)",N/A,Not Specified,2 BHK Flat for rent in Noida Extension,7
2 BHK,"₹21,200 /month",Trident Embassy,"1,129 sqft(105 sqm)",Semi-Furnished,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,7
2 BHK,"₹18,000 /month",Supertech Eco Village 1,690 sqft(64 sqm),N/A,Not Specified,"2 BHK Flat for rent in Greater Noida West, Greater Noida",7
3 BHK,"₹32,000 /month",Sam Palm Olympia,"2,250 sqft(209 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",7
3 BHK,"₹26,000 /month",Mahagun Mywoods Phase 1,"1,370 sqft(127 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",7
4 BHK,"₹33,000 /month",Nirala Aspire,"2,480 sqft(230 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 16, Greater Noida",7
3 BHK,"₹50,008 /month",Jaypee Greens Star Court,"2,200 sqft(204 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Jaypee Greens, Greater Noida",7
2 BHK,"₹26,000 /month",Nirala Aspire,890 sqft(83 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Sector 16, Greater Noida",7
2 BHK,"₹35,500 /month",CRC Sublimis,"1,170 sqft(109 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,7
2 BHK,"₹20,000 /month",Gaur City 2 14th Avenue,"1,250 sqft(116 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",7
2 BHK,"₹26,000 /month",Proview Technocity Apartments,"1,045 sqft(97 sqm)",Fully Furnished,Not Specified,"2 BHK Flat for rent in Sector Chi 5, Greater Noida",7
3 BHK,"₹20,000 /month",Galaxy North Avenue 2,"1,350 sqft(125 sqm)",Semi-Furnished,Not Specified,3 BHK Flat for rent in Noida Extension,7
3 BHK,"₹35,000 /month",ATS Rhapsody,"1,800 sqft(167 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,7
3 BHK,"₹28,000 /month",Hawelia Valencia Homes,"1,400 sqft(130 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,7
2 BHK,"₹20,000 /month",Amrapali Golf Homes,"1,100 sqft(102 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",7
2 BHK,"₹21,000 /month",Amrapali Golf Homes,"1,100 sqft(102 sqm)",Semi-Furnished,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",8
3 BHK,"₹18,900 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",8
2 BHK,"₹18,200 /month",Amrapali Golf Homes,945 sqft(88 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",8
3 BHK,"₹20,500 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",8
3 BHK,"₹20,700 /month",Gaur City 1st Avenue,"1,470 sqft(137 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",8
3 BHK,"₹21,200 /month",Gaur City 1st Avenue,"1,400 sqft(130 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",8
3 BHK,"₹35,000 /month",Irish Pearls,"1,590 sqft(148 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,8
N/A,"₹83,000 /month",Godrej Golf Links Crest,"2,835 sqft(263 sqm)",N/A,Not Specified,"4 Bedroom House for rent in Sector 27, Greater Noida",8
N/A,"₹69,000 /month",Godrej Golf Links Crest,"2,359 sqft(219 sqm)",N/A,Not Specified,"4 Bedroom House for rent in Sector 27, Greater Noida",8
2 BHK,"₹25,000 /month",Supertech Ecovillage 2,890 sqft(83 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",8
3 BHK,"₹23,500 /month",Gaur 16th Avenue,"1,600 sqft(149 sqm)",N/A,Family Preferred,3 BHK Flat for rent in Noida Extension,8
3 BHK,"₹28,000 /month",Shri Radha Sky Gardens,"1,854 sqft(172 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",8
2 BHK,"₹45,000 /month",Jaypee Greens Star Court,"1,651 sqft(153 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Jaypee Greens, Greater Noida",8
3 BHK,"₹23,000 /month",Amrapali Golf Homes,"1,425 sqft(132 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",8
2 BHK,"₹25,000 /month",Saya Zion,"1,220 sqft(113 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",8
3 BHK,"₹28,000 /month",Amrapali Centurian Park,"1,700 sqft(158 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",8
3 BHK,"₹19,000 /month",Gaur Yamuna City 16th Park View,"1,475 sqft(137 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Yamuna Expressway, Greater Noida",8
2 BHK,"₹25,600 /month",Gaur City 2 14th Avenue,990 sqft(92 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",8
2 BHK,"₹25,100 /month",Gaur City 2 14th Avenue,990 sqft(92 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",8
2 BHK,"₹27,000 /month",NBCC Leisure Park,845 sqft(79 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",8
4 BHK,₹1.6 Lac /month,Jaypee Greens Crescent Court,"3,800 sqft(353 sqm)",Fully Furnished,Not Specified,"4 BHK Flat for rent in Jaypee Greens, Greater Noida",8
1 BHK,"₹55,000 /month",Jaypee Greens Crescent Court,"1,377 sqft(128 sqm)",Furnished,Not Specified,"1 BHK Flat for rent in Jaypee Greens, Greater Noida",8
1 BHK,"₹55,000 /month",jaypee greens sea court,"1,467 sqft(136 sqm)",Furnished,Not Specified,"1 BHK Flat for rent in Jaypee Greens, Greater Noida",8
3 BHK,"₹24,000 /month",Nirala Greenshire,"1,280 sqft(119 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 2, Greater Noida West",8
3 BHK,"₹20,200 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",8
N/A,"₹45,000 /month",Amrapali Leisure Valley,"2,525 sqft(235 sqm)",N/A,Not Specified,4 Bedroom House for rent in Sector 1 Greater Noida West,9
3 BHK,"₹34,000 /month",ATS Dolce,"1,800 sqft(167 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector ZETA 1, Greater Noida",9
3 BHK,"₹30,000 /month",Gaur City 7th Avenue,"1,350 sqft(125 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",9
2 BHK,"₹22,000 /month",Ace City,"1,080 sqft(100 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,9
4 BHK,"₹27,500 /month",CGEWHO Phase 1,"2,100 sqft(195 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector P4, Greater Noida",9
3 BHK,"₹19,000 /month",Ajnara Homes,"1,385 sqft(129 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",9
3 BHK,"₹21,000 /month",Supertech Eco Village 1,"1,375 sqft(128 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Greater Noida West, Greater Noida",9
3 BHK,"₹22,000 /month",Exotica Dreamville,"1,340 sqft(124 sqm)",Semi-Furnished,Not Specified,3 BHK Flat for rent in Noida Extension,9
4 BHK,"₹45,000 /month",Mahagun Mantraa 2,"3,235 sqft(301 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 10 Greater Noida West, Greater Noida",9
3 BHK,"₹22,000 /month",Arihant Abode,"1,160 sqft(108 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 10 Greater Noida West, Greater Noida",9
3 BHK,"₹23,000 /month",Arihant Abode,"1,270 sqft(118 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 10 Greater Noida West, Greater Noida",9
2 BHK,"₹28,000 /month",Gaur City 2 14th Avenue,"1,040 sqft(97 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",9
2 BHK,"₹25,000 /month",Gaur City 2 14th Avenue,990 sqft(92 sqm),Furnished,Not Specified,"2 BHK Flat for rent in Sector 16C, Greater Noida",9
2 BHK,"₹21,000 /month",Himalaya Pride,"1,235 sqft(115 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",9
3 BHK,"₹26,000 /month",Ajnara Homes,"1,885 sqft(175 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",9
4 BHK,"₹28,000 /month",Supertech Ecovillage 1,"1,718 sqft(160 sqm)",N/A,Not Specified,4 BHK Flat for rent in Sector 1 Greater Noida West,9
3 BHK,"₹60,000 /month",Gaur Saundaryam,"1,850 sqft(172 sqm)",Furnished,Family Preferred,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",9
3 BHK,"₹18,999 /month",La Residentia,"1,455 sqft(135 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",9
2 BHK,"₹19,500 /month",Supertech Ecovillage 2,890 sqft(83 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",9
3 BHK,"₹26,000 /month",Amrapali Terrace Homes,"1,700 sqft(158 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",9
2 BHK,"₹16,900 /month",La Residentia,935 sqft(87 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",9
3 BHK,"₹24,000 /month",Coco County,"1,152 sqft(107 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Sector 10 Greater Noida West, Greater Noida",9
3 BHK,"₹50,000 /month",Paramount Emotions,"1,710 sqft(159 sqm)",Furnished,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,9
3 BHK,₹1.3 Lac /month,Jaypee Greens The Sun Court,"3,850 sqft(358 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Jaypee Greens, Greater Noida",9
3 BHK,"₹28,000 /month",Nirala Estate Phase 2,"1,250 sqft(116 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",9
3 BHK,"₹24,448 /month",Paramount Emotions,"1,380 sqft(128 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,10
2 BHK,"₹18,000 /month",Aig Park Avenue,925 sqft(86 sqm),N/A,Not Specified,2 BHK Flat for rent in Noida Extension,10
3 BHK,"₹18,000 /month",Supertech Ecovillage 1,"1,718 sqft(160 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,10
3 BHK,"₹22,000 /month",Nirala Aspire,"1,365 sqft(127 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",10
3 BHK,"₹23,000 /month",Supertech Eco Village 1,"1,545 sqft(144 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Greater Noida West, Greater Noida",10
4 BHK,"₹45,100 /month",ACE Divino,"1,875 sqft(174 sqm)",N/A,Not Specified,4 BHK Flat for rent in Sector 1 Greater Noida West,10
4 BHK,"₹28,000 /month",Gaur City 4th Avenue,"1,855 sqft(172 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 4, Greater Noida West",10
2 BHK,"₹30,000 /month",Gaur City 7th Avenue,"1,165 sqft(108 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",10
N/A,"₹23,000 /month",NX One,595 sqft(55 sqm),Furnished,Not Specified,"Studio Apartments / 1 RK Flats for rent in Techzone 4 Greater Noida West, Greater Noida",10
3 BHK,"₹20,999 /month",Ajnara Le Garden,"1,295 sqft(120 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",10
2 BHK,"₹20,300 /month",Gaur City 7th Avenue,"1,075 sqft(100 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",10
3 BHK,"₹22,000 /month",Nirala Aspire,"1,365 sqft(127 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",10
2 BHK,"₹23,000 /month",Capital Athena,"1,075 sqft(100 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,10
3 BHK,"₹25,000 /month",Paramount Emotions,"1,380 sqft(128 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,10
3 BHK,"₹27,000 /month",Nirala Aspire,"1,460 sqft(136 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",10
2 BHK,"₹22,000 /month",Trident Embassy,"1,100 sqft(102 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,10
4 BHK,"₹35,000 /month",Supertech Eco Village 1,"2,364 sqft(220 sqm)",Furnished,Not Specified,"4 BHK Flat for rent in Greater Noida West, Greater Noida",10
3 BHK,"₹23,000 /month",Amrapali Centurian Park,"1,400 sqft(130 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",10
1 BHK,"₹17,000 /month",NBCC Aspire Dream Valley,585 sqft(54 sqm),N/A,Not Specified,"1 BHK Flat for rent in Greater Noida West, Greater Noida",10
1 BHK,"₹22,000 /month",NBCC Aspire Dream Valley,585 sqft(54 sqm),Furnished,Not Specified,"1 BHK Flat for rent in Greater Noida West, Greater Noida",10
3 BHK,"₹26,000 /month",Exotica Dreamville,"1,705 sqft(158 sqm)",N/A,Not Specified,3 BHK Flat for rent in Noida Extension,10
3 BHK,"₹24,000 /month",Supertech Eco Village 1,"1,545 sqft(144 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Greater Noida West, Greater Noida",10
4 BHK,"₹30,000 /month",Supertech Eco Village 1,"2,332 sqft(217 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Greater Noida West, Greater Noida",10
4 BHK,"₹28,000 /month",Gaur City 2 11th Avenue,"1,880 sqft(175 sqm)",N/A,Not Specified,"4 BHK Flat for rent in Sector 16C, Greater Noida",10
3 BHK,"₹23,000 /month",Gaur City 6th Avenue,"1,470 sqft(137 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",10
3 BHK,"₹25,000 /month",Amrapali Centurian Park,"1,700 sqft(158 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",11
3 BHK,"₹33,000 /month",Gaur Saundaryam,"1,650 sqft(153 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",11
3 BHK,"₹23,000 /month",Nirala Aspire,"1,460 sqft(136 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Sector 16, Greater Noida",11
3 BHK,"₹22,000 /month",Mahagun Mywoods Phase 1,"1,200 sqft(111 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16C, Greater Noida",11
2 BHK,"₹23,000 /month",ACE Divino,"1,050 sqft(98 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,11
1 BHK,"₹14,795 /month",NBCC Aspire Dream Valley,585 sqft(54 sqm),N/A,Not Specified,"1 BHK Flat for rent in Greater Noida West, Greater Noida",11
2 BHK,"₹20,000 /month",Hawelia Valencia Homes,935 sqft(87 sqm),N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,11
2 BHK,"₹50,000 /month",Jaypee Greens Star Court,"1,651 sqft(153 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Jaypee Greens, Greater Noida",11
3 BHK,"₹50,000 /month",Jaypee Greens Star Court,"2,200 sqft(204 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Jaypee Greens, Greater Noida",11
2 BHK,"₹20,000 /month",Hawelia Valencia Homes,935 sqft(87 sqm),N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,11
2 BHK,"₹28,000 /month",Exotica Dreamville,"1,035 sqft(96 sqm)",Furnished,Not Specified,2 BHK Flat for rent in Noida Extension,11
3 BHK,"₹23,000 /month",Rajhans Residency,"1,373 sqft(128 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,11
3 BHK,"₹22,500 /month",Amrapali Golf Homes,"1,425 sqft(132 sqm)",Semi-Furnished,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",11
3 BHK,"₹19,000 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",11
2 BHK,"₹17,000 /month",La Residentia,935 sqft(87 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",11
3 BHK,"₹26,000 /month",CGEWHO Phase 1,"1,481 sqft(138 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector P4, Greater Noida",11
3 BHK,"₹40,000 /month",Apex Alphabet,"1,987 sqft(185 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,11
2 BHK,"₹18,000 /month",Ajnara Homes,"1,115 sqft(104 sqm)",Semi-Furnished,Not Specified,"2 BHK Flat for rent in Sector 16B, Greater Noida",11
2 BHK,"₹37,000 /month",Jaypee Greens Star Court,"1,651 sqft(153 sqm)",Furnished,Not Specified,"2 BHK Flat for rent in Jaypee Greens, Greater Noida",11
2 BHK,"₹23,700 /month",ABA Cherry County,891 sqft(83 sqm),N/A,Not Specified,"2 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",11
3 BHK,"₹40,000 /month",ABA Cherry County,"1,620 sqft(151 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",11
3 BHK,"₹38,000 /month",Gaur Saundaryam,"2,075 sqft(193 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",11
3 BHK,"₹35,000 /month",Panchsheel Greens,"1,350 sqft(125 sqm)",Fully Furnished,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",11
3 BHK,"₹25,000 /month",Panchsheel Greens,"1,350 sqft(125 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",11
3 BHK,"₹19,500 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",Semi-Furnished,Family Preferred,"3 BHK Flat for rent in Sector 4, Greater Noida West",11
3 BHK,"₹19,002 /month",Amrapali Golf Homes,"1,115 sqft(104 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",12
1 BHK,"₹16,000 /month",NBCC Aspire Dream Valley,585 sqft(54 sqm),Unfurnished,Not Specified,"1 BHK Flat for rent in Greater Noida West, Greater Noida",12
2 BHK,"₹19,000 /month",Arihant Abode,920 sqft(85 sqm),N/A,Not Specified,"2 BHK Flat for rent in Sector 10 Greater Noida West, Greater Noida",12
2 BHK,"₹20,000 /month",Arihant Abode,"1,020 sqft(95 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 10 Greater Noida West, Greater Noida",12
2 BHK,"₹17,500 /month",Amrapali Golf Homes,945 sqft(88 sqm),Semi-Furnished,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",12
3 BHK,"₹24,000 /month",Patel Neotown,"1,450 sqft(135 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",12
2 BHK,"₹18,500 /month",Gaur City 1st Avenue,"1,175 sqft(109 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 4, Greater Noida West",12
3 BHK,"₹22,000 /month",Gaur City 1st Avenue,"1,560 sqft(145 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Sector 4, Greater Noida West",12
3 BHK,"₹25,000 /month",Panchsheel Greens,"1,350 sqft(125 sqm)",Furnished,Not Specified,"3 BHK Flat for rent in Sector 16B, Greater Noida",12
2 BHK,"₹18,500 /month",Nirala Aspire,"1,180 sqft(110 sqm)",N/A,Not Specified,"2 BHK Flat for rent in Sector 16, Greater Noida",12
3 BHK,"₹28,000 /month",Nirala Estate Phase 2,"1,645 sqft(153 sqm)",N/A,Not Specified,"3 BHK Flat for rent in Techzone 4 Greater Noida West, Greater Noida",12
2 BHK,"₹23,000 /month",ACE Divino,"1,050 sqft(98 sqm)",N/A,Not Specified,2 BHK Flat for rent in Sector 1 Greater Noida West,12
3 BHK,"₹34,200 /month",ACE Divino,"1,565 sqft(145 sqm)",N/A,Not Specified,3 BHK Flat for rent in Sector 1 Greater Noida West,12
